Name,10 wickets in match,100s/50s,2001–2005,2001–2007,2006–,5 wickets in innings,allegiance,alma mater,awards,balls bowled,based in,batting,batting average,battles/wars,best bowling,born,bowling,bowling average,cabinet,catches/stumpings,cause of death,children,citizenship,civilian awards,commands,committees,competition,current team,date of birth,died,domestic partner,education,event(s),father,full name,known for,last odi,last test,matches,military awards,mother,national side,nationality,net worth,nickname(s),notable award(s),notable awards,occupation,odi debut (cap 60),other politicalaffiliations,parents,place of birth,playing position,political party,predecessor,profession,rank,relations,relatives,religion,residence,resting place,runs scored,salary,service/branch,sport,spouse(s),test debut (cap 107),top score,unit,website,wickets,years,years of service
SamarHaroonBilour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,awami national party,,,,,,,,,,,,,haroon bilour[1],,,,,,,
SamiUllahKhan,,,,,,,,,,,,,,,, (1960-10-17) 17 october 1960 (age 58)lahore| pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party (until 2013)  pakistan muslim league (n) (2013–present),,,,,,,,,,,,,azma zahid bukhari[1],,,,,,,
SanaJamali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,jan mohammad jamali (father)[1],,,,,,,,,,,,,,,,,,,,,,,
SanaullahBaloch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,governance expert| parliamentarian| researcher| writer| author|,,,,,,,,,,,,,,,,,,
SanaUllahKhan,,,,,,,,punjab university law college (llb) - 1996,,,,,,,,21 october 1971jandianwala| kallur kot tehsil| bhakkar district| punjab| pakistan[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician| agriculturist[1],,,haji habib ullah khan (father)[1],,,,,,,,,,,,,,,,,,,,,,,
SanaullahKhanZehri,,,,,,,,,,,,,,,, (1961-08-04) 4 august 1961 (age 57)khuzdar| balochistan| pakistan,,,government of balochistan| pakistan,,,sikander khan zehri| hamza khan zehri,pakistani,,,,,,,,,university of balochistan(ba)[2],,,,,,,,,,,pakistan,,,,,,,,sardar doda khan zehri (father),,,pakistan muslim league (n)(6 january 2010 – present)[1],,politician| chief of jhalawan | nawab of zehri tribe,,,,,,,,,,,,,,,,,,
SaniaAshiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
SanjayGangwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SanjayPerwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,muttahida qaumi movement,,,,,,,,,,,,,,,,,,,,
SardarAbdulRehmanKhetran,,,,,,,,,,,,,,,, (1958-12-20) 20 december 1958 (age 59)barkhan district,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SardarAftabAkbarKhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,sardar ghulam abbas (brother)[1],,,,,,,,,,,,,,,,
SardarBabarKhanMusakhel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SardarFarooqAmanullahDreshak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SardarHussainBabak,,,,,,,,government superior science college peshawarislamia college universityuniversity of peshawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,politician,,,,,,awami national party (anp),,,,,,,,,,,,,,,,,,,,
SardarMuhammadAzamKhanMusakhel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakhtunkhwa milli awami party,,,,,,,,,,,,,,,,,,,,
SardarMuhammadKhanLaghari,,,,,,,,,,,,,,,, (1977-06-04) june 4| 1977 (age 41)lahore,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SardarMuhammadShafiqTareen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SardarNasrullahKhanDreshak,,,,,,,,,,,,,,,, (1942-06-28) 28 june 1942 (age 76)rajanpur district,,,,,,sardar hasnain bahadar dreshak (son)[2]  sardar ali raza khan dreshak (son)[2],,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,,,,,ahmad ali khan dreshak (grandson)[1],,,,,,,,,,,,,,,,
SardarRiazMehmoodKhanMazari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,balakh sher mazari[1],,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SardarShahab-ud-DinKhan,,,,,,,,,,,,,,,, (1968-05-01) 1 may 1968 (age 50)layyah district,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SardarTalibHassanNakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SardarYaqoob,,,,,,,,,,,,,,,,sardar muhammad yaqoob khan nasar (1947-01-10) january 10| 1947 (age 71)quetta,,,,,,,,,,,,,,,,university of punjab| university of balochistan,,,,,,,,,,,,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
SardarZulfiqarAliKhanDullah,,,,,,,,,,,,,,,, (1954-05-19) 19 may 1954 (age 64)chakwal,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaaf,,,,,,,,,,,,,,,,,,,,
SarfarazAhmedBugti,,,,,,,,,,,,,,,, (1980-06-01) 1 june 1980 (age 38)dera bugti district,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
SarfrazHussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SarwatFatima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,tehreek-i-labbaik pakistan,,,,,,,,,,,,,,,,,,,,
SassuiPalijo,,,,,,,,,,,,,,,, (1976-01-10) 10 january 1976 (age 42)thatta| sindh| pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,ghulam qadir palijo (father) zarina akhtar baloch (mother),,,pakistan peoples party,,,,rasul bux palijo (uncle)zarina baloch (grandmother)ayaz latif palijo (cousin),,,karachi| sindh| pakistan,,,,,,,,,,,,,
SeemabiaTahir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SeemaZia,,,,,,,,,,,,,,,, (1966-01-17) 17 january 1966 (age 52),,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShabbirAliQureshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mohsin ali qureshi[1],,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShabeenGulKhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShafiqAhmadGujjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
ShafiUllah(politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShafiurRahman,,,,,,,,"political science (m.a) (1950)
l.l.b (1951)",nishan-e-imtiaz,,,,,,,16 february 1929 (age 89)varanasi| united provinces| british india,,,,,,,pakistan,,,,,,,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,
ShaguftaMalik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,awami national party,,,,,,,,,,,,,,,,,,,,
ShahanaAshar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,muttahida qaumi movement,,,,,,,,,,,,,,,,,,,,
ShaharYarKhanShar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShahDadKhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,muttahida majlis-e-amal,,,,,,,,,,,,,,,,,,,,
ShaheenaKarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShaheenKhalidButt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
ShaheenRaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShahFaisalKhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShahHussainShahSheerazi,,,,,,,,,,,,,,,, (1977-07-20) 20 july 1977 (age 41)thatta,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
ShahidaAhmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShahidAhmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShahidBaigMirza,,,,,,, pakistan,, hilal-i-imtiaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, lieutenant general,,,,,,,, pakistan army,,,,,,,,,1984–present
ShahMehmoodQureshi,,,,,,,,aitchison college forman christian collegeuniversity of cambridgeuniversity of punjab,,,,,,,, (1956-06-22) 22 june 1956 (age 62)[1][2]murree| punjab| pakistan,,,,,,,,,,,,,,,,,,sajjad hussain qureshi,,,,,,,,,,₨283.6 million (us$2.7 million)[3],,,,,,islami jamhoori ittehad (1988–1990) pakistan peoples party (1990–2011),,,,pakistan tehreek-e-insaf (2011–present),,,,,zain hussain qureshi (son),,,,,,,,,,,,,,,
ShahMuhammadKhan,,,,,,,,,,,,,,,,bannu| khyber-pakhtunkhwa| pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,politician,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShahNawazJadoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShahramKhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShahzadWaseem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShakeelBashirKhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,awami national party,,,,,,,,,,,,,,,,,,,,
ShakeelShahid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShamimAftab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShamimAhmed,,,,,,,,,,,,,,,, (1942-07-06) 6 july 1942 (age 76),,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
ShamimMumtaz,,,,,,,,,,,,,,,, (1957-11-15) 15 november 1957 (age 61)karachi,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
ShammimAfridi,,,,,,,,,,,,,,,,,,,,,,abbas khan afridi[1]amjad khan afridi[1],,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
ShamsaAli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SharafatAli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShaukatManzoorCheema,,,,,,,,,,,,,,,, (1954-01-15) 15 january 1954 (age 64)wazirabad,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
ShawanaBashir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShaziaAbid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
ShaziaMarri,,,,,,,,,,,,,,,, (1972-10-08) october 8| 1972 (age 46),,,,,,,,,,,,,,,,,,atta muhammad marri [1],,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
ShaziaSobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
ShaziaUmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
ShehbazSharif,,,,,,,,,,,,,,,, (1951-09-23) 23 september 1951 (age 67)lahore| punjab| pakistan,,,,,,4| including hamza,,,,,,,,,,,,,,,,,,,,,,est. ₨159 million (us$1.5 million) (ecp 2018)[1],,,,,,,,,,pakistan muslim league (n),,,,,see sharif family,,,,,,,,begum nusrat  tehmina durrani (m. 2003),,,,,,,
ShehlaRaza,,,,,,,,,,,,,,,, (1964-05-15) 15 may 1964 (age 54)karachi| sindh| pakistan,,,,,,2 (both deceased),,,,,,,,,,,,,,,,,,,,,pakistani,,,,,politician,,,,,,ppp,,,,,,,,,,,,,ghulam qadir,,,,,,,
SheikhFayyazUdDin,,,,,,,,,,,,,,,, (1945-12-15) december 15| 1945 (age 72),,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
SheikhRasheedAhmad,,,,,,,,punjab universityllb and ma,,,,,,,, (1950-11-06) 6 november 1950 (age 68)[1]rawalpindi| punjab| pakistan[2],,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,awami muslim league,,,,,,,,,,,,,,,,,,,,
SheikhRashidShafique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,sheikh rasheed ahmad (uncle)[1],,,,,,,,,,,,,,,,
SherAliArbab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SherAzamKhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SherryRehman,,,,,,,,smith college university of sussex,,,,,,,,shehrbano rahman (1960-12-21) 21 december 1960 (age 57)karachi| sindh| pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,www.sherryrehman.com,,,
ShibliFaraz,,,,,,,,,,,,,,,,kohat| khyber pakhtunkhwa| pakistan,,,,,,, pakistan,,,,,,,,,,,,,,,,,,,,pakistani,,,,,politician,,,ahmed faraz,,,pakistan tehreek-i-insaf,,,,,,,,,,,,,,,,,,,,
ShoukatAliLaleka,,,,,,,,,,,,,,,, (1961-01-01) 1 january 1961 (age 57)bahawalnagar,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
ShujaatHussain,,,,,,,,forman christian universitypunjab university,,,,,,,, (1946-01-27) 27 january 1946 (age 72)gujrat| punjab| british india(now gujrat city| punjab| pakistan),,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,pakistan muslim league (before 1988)islami jamhoori ittehad (1988-1993)pakistan muslim league (n) (1993-2002),,,,pakistan muslim league (q),,,,,,,lahore| punjab| pakistan,,,,,,,,,,,,,
SiddiqueKhanBaloch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SidraImran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
Siraj-ul-Haq,,,,,,,,university of peshawaruniversity of punjab,,,,,,,,lower dir,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,₨2.93 million (us$28|000)[1],,,,politician,,,,,,jamaat-e-islami,,,,,,,mansoorah| lahore (official) and lower dir  (personal),,,,,,,,,,,,,
SitaraAfreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SitaraAyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,awami national party,,,,,,,,,,,,,,,,,,,,
SobiaShahid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
SohailAnwarSiyal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SohrabKhanSarki,,,,,,,,,,,,,,,, (1968-07-30) 30 july 1968 (age 50)jacobabad,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SomiFalakNaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SumairaAhmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SumeraKomal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
SuraiyaJatoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedAbbasAliShah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SyedAijazHussainShah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedaMarviFaseeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedAyazAliShahSheerazi,,,,,,,,,,,,,,,, (1976-08-20) august 20| 1976 (age 42),,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
SyedEhsanShah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,balochistan national party (awami),,,,,,,,,,,,,,,,,,,,
SyedFarukhAhmedShah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,syed khurshid ahmed shah[1],,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedFirdousShamimNaqvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SyedGulamMustafaShah,,,,,,,,,,,,,,,, (1959-10-27) october 27| 1959 (age 59)khairpur district| pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedHassanMurtaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedHussainJahaniaGardezi,,,,,,,,,,,,,,,, (1956-11-06) 6 november 1956 (age 62)multan,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SyedHussainTariq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedIftikharUlHassan,,,,,,,,,,,,,,,, (1942-02-02) 2 february 1942 (age 76),,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
SyedJavedAliShahJillani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedKhawarAliShah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SyedMahmudHossain,,,,,,,,university of london,,,,,,,, (1954-12-31) 31 december 1954 (age 63),,,,,,,,,,,,,,,,,,,,,,,,,,,bangladeshi,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,
SyedMehmoodShah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,muttahida majlis-e-amal,,,,,,,,,,,,,,,,,,,,
SyedMobeenAhmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SyedMuhammadAliShahJamot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedMuhammadIshtiaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,politician,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SyedMuradAliShah,,,,,,,,stanford university ned university of engineering and technology  d.j. sindh government science college,,,,,,,, (1962-11-08) 8 november 1962 (age 56)karachi| sindh| pakistan,,,,,,,pakistani,,,,,,,,,,,syed abdullah ali shah[1],,,,,,,,,,,,,,,,,,,,pakistan peoples party (ppp),,,,,,,karachi| sindh,,,,,,,,,,,,,
SyedQaimAliShah,,,,,,,,,,,,,,,, (1933-09-13) 13 september 1933 (age 85)[1],,,,,,nafisa shah (daughter),pakistani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistan peoples party (ppp),,,,,,,karachi,,,,,,,,,,,,,
SyedQutabAliShah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,ali baba[1],,,,,,,,,pakistan muslim league (nawaz),,,,,,,,,,,,,,,,,,,,
SyedRafaqatAliGillani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan tehreek-e-insaf,,,,,,,,,,,,,,,,,,,,
SyedRafiullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
SyedSajidMehdi,,,,,,,,,,,,,,,, (1948-06-18) june 18| 1948 (age 70),,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan muslim league (n),,,,,,,,,,,,,,,,,,,,
SyedSajjadAliShah,,,,,,,,university of karachiinns of court school of law,,,,,,,,(1933-02-17)17 february 1933karachi| british raj(now pakistan),,,,,,,,,,,,,,7 march 2017(2017-03-07) (aged 84)karachi| sindh| pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SyedSamsamBukhari,,,,,,,,government college university,,,,,,,, (1955-07-05) 5 july 1955 (age 63)lahore| punjab| pakistan,,,,,,2 daughters| 1 son,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party parliamentarians (until 2015)pakistan tehreek-e-insaaf (2016–present),,agriculturist| gadi nasheen karmanwala,,,,,,,,,,,,,,,,,,
SyedSardarAliShah,,,,,,,,,,,,,,,, (1974-12-04) 4 december 1974 (age 43)umerkot district| pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,pakistani,,,,,,,,,,,pakistan peoples party,,,,,,,,,,,,,,,,,,,,
